hood_id,bac,mcgill_tag,hood_num,workshop,laboratory,hood_model,prompt_type,install_time,follow_up_date,mac_address,gateway_id,user_type,flag_data,description_notes,installation_notes
ottomaass-230-16,139262,119VV17003C230,,,otto-mass-119-230,mcgill-standard,control,,,,,,,,
ottomaass-230-17,139263,119VV18003C230,,,otto-mass-119-230,mcgill-standard,control,,,,,,,,
ottomaass-230-18,139267,119VV2003C225,,,otto-mass-119-230,mcgill-standard,control,,,,,,,,
ottomaass-230-19,139268,119VV1003C225,,,otto-mass-119-230,mcgill-standard,control,,,,,,,,
ottomaass-120-1,139276,119VV2-003-C121,,,,mcgill-standard,,,,,,,,,
ottomaass-120-2,139277,119VV1-003-C121,,,,mcgill-standard,,,,,,,,,
ottomaass-120-3,139278,119VV4-003-C121,,,,mcgill-standard,,,,,,,,,
ottomaass-120-4,139279,119VV5-003-C121,,,,mcgill-standard,,,,,,,,,
ottomaass-120-5,139280,119VV6-003-C121,,,,mcgill-standard,,,,,,,,,
ottomaass-120-6,139281,119VV7-003-C121,,,,mcgill-standard,,,,,,,,,
ottomaass-120-7,139282,119VV8-003-C121,,,,mcgill-standard,,,,,,,,,
ottomaass-120-8,139283,119VV11003-C121,,,,mcgill-standard,,,,,,,,,
ottomaass-120-9,139284,119VV9-003-C121,,,,mcgill-standard,,,,,,,,,
ottomaass-120-10,139285,119VV10003-C121,,,,mcgill-standard,,,,,,,,,
ottomaass-120-11,139291,119VV1-003-C121A,,,,mcgill-standard,,,,,,,,,
ottomaass-120-12,139295,119VV1-003-C123,,,,mcgill-standard,,,,,,,,,
ottomass-440-1,139401,119VV1003N439_2,,Commitment,,mcgill-standard,,2013-11-07T11:00:00-05:00,,,,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-2,139402,119VV4003N439_2,,Commitment,,mcgill-standard,,2013-11-07T11:00:00-05:00,,,,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-3,139403,119VV3003N439_2,,Commitment,,mcgill-standard,,2013-11-07T11:00:00-05:00,,,,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-4,139404,119VV5003N439_2,,Commitment,,mcgill-standard,,2013-11-07T11:00:00-05:00,,,,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-5,139405,119VV6003N439_2,,Commitment,,mcgill-standard,,2013-11-07T11:00:00-05:00,,,,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-6,139406,119VV7003N439_2,,Commitment,,mcgill-standard,,2013-11-07T11:00:00-05:00,,,,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-7,139407,119VV8003N439_2,,Commitment,,mcgill-standard,,2013-11-07T11:00:00-05:00,,,,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-8,139408,119VV10003N439_2,,Commitment,,mcgill-standard,,2013-11-07T11:00:00-05:00,,,,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-9,139414,119VV19003N439_1,,Commitment,,mcgill-standard,,2013-11-07T11:00:00-05:00,,,,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-10,139415,119VV18003N439_1,,Commitment,,mcgill-standard,,2013-11-07T11:00:00-05:00,,,,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]",
ottomass-440-11,139416,119VV17003N439_1,,Commitment,,mcgill-standard,,2013-11-07T11:00:00-05:00,,,,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]",
ottomass-440-12,139417,119VV16003N439_1,,Commitment,,mcgill-standard,,2013-11-07T11:00:00-05:00,,,,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]",
ottomass-440-13,139418,119VV13003N439_1,,Commitment,,mcgill-standard,,2013-11-07T11:00:00-05:00,,,,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]",
ottomass-440-14,139419,119VV11003N439_1,,Commitment,,mcgill-standard,,2013-11-07T11:00:00-05:00,,,,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]",
ottomass-440-15,139420,119VV15003N439_1,,Commitment,,mcgill-standard,,2013-11-07T11:00:00-05:00,,,,Heavy,,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]",
ottomass-440-16,139424,119VV20003N439_1,,Commitment,,mcgill-standard,,2013-11-07T11:00:00-05:00,,,,Heavy,,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]",
ottomaass-240-1,139428,119VV9003N236,,,,mcgill-standard,,,,,,,,,
ottomaass-240-2,139430,119VV2003N236,,,,mcgill-standard,,,,,,,,,
ottomaass-240-3,139433,119VV3003N236,,,,mcgill-standard,,,,,,,,,
ottomaass-240-4,139434,119VV4003N236,,,,mcgill-standard,,,,,,,,,
ottomaass-240-5,139435,119VV5003N236,,,,mcgill-standard,,,,,,,,,
ottomaass-240-6,139436,119VV6003N236,,,,mcgill-standard,,,,,,,,,
ottomaass-240-7,139437,119VV7003N236,,,,mcgill-standard,,,,,,,,,
ottomaass-240-8,139438,119VV8003N236,,,,mcgill-standard,,,,,,,,,
ottomaass-240-9,139439,119VV10003N236,,,,mcgill-standard,,,,,,,,,
ottomaass-240-10,139443,119VV19003N236_2,,,,mcgill-standard,,,,,,,,,
ottomaass-240-11,139445,119VV16003N236_2,,,,mcgill-standard,,,,,,,,,
ottomaass-240-12,139446,119VV17003N236_2,,,,mcgill-standard,,,,,,,,,
ottomaass-240-13,139447,119VV14003N236_2,,,,mcgill-standard,,,,,,,,,
ottomaass-240-14,139449,119VV20003N236_2,,,,mcgill-standard,,,,,,,,,
ottomaass-240-15,139451,119VV12003N236_2,,,,mcgill-standard,,,,,,,,,
ottomaass-240-16,139457,119VV21003N236 2,,,,mcgill-standard,,,,,,,,,
pulppaper-203-1,260301,158-VV1-VE3-203A,,NoWorkshop,,mcgill-standard,,,,,,Heavy,mcgill data error,Used for 3/4 of the lab work,
pulppaper-203-2,260302,158-VV2-VE3-203A,,NoWorkshop,,mcgill-standard,,,,,,Heavy,,Used for 3/4 of the lab work,
pulppaper-203-3,260303,158-VV3-VE3-203A,,NoWorkshop,,mcgill-standard,,,,,,Heavy,,Used for 3/4 of the lab work,
pulppaper-203-4,260304,158-VV4-VE3-203A,,NoWorkshop,,mcgill-standard,,,,,,Heavy,,Used for 3/4 of the lab work,
pulppaper-203-5,260305,158-VV5-VE3-203A,,NoWorkshop,,mcgill-standard,,,,,,Heavy,,Used for 3/4 of the lab work,
pulppaper-203-6,260306,158-VV6-VE3-203A,,NoWorkshop,,mcgill-standard,,,,,,Heavy,,Used for 3/4 of the lab work,
pulppaper-203-7,260309,158-VV1-VE2-203B,,NoWorkshop,,mcgill-standard,,,,,,Heavy,mcgill data error,Used for 3/4 of the lab work,
pulppaper-203-8,260310,158-VV2-VE2-203B,,NoWorkshop,,mcgill-standard,,,,,,Heavy,mcgill data error,Used for 3/4 of the lab work,
pulppaper-203-9,260311,158-VV3-VE2-203B,,NoWorkshop,,mcgill-standard,,,,,,Heavy,mcgill data error,Used for 3/4 of the lab work,
pulppaper-203-10,260312,158-VV4-VE2-203B,,NoWorkshop,,mcgill-standard,,,,,,Heavy,mcgill data error,Used for 3/4 of the lab work,
pulppaper-203-11,260313,158-VV5-VE2-203B,,NoWorkshop,,mcgill-standard,,,,,,Heavy,mcgill data error,Used for 3/4 of the lab work,
pulppaper-203-12,260314,158-VV6-VE2-203B,,NoWorkshop,,mcgill-standard,,,,,,Heavy,mcgill data error,Used for 3/4 of the lab work,
pulppaper-213-1,260314,158-VV1-VE6-213,,NoWorkshop,,mcgill-standard,,,,,,Heavy,mcgill data error,Used for 3/4 of the lab work,
pulppaper-213-2,260319,158-VV2-VE6-213,,NoWorkshop,,mcgill-standard,,,,,,Heavy,,Used for 3/4 of the lab work,
pulppaper-213-3,260320,158-VV3-VE6-213,,NoWorkshop,,mcgill-standard,,,,,,Heavy,,Used for 3/4 of the lab work,
pulppaper-213-4,260321,158-VV4-VE6-213,,NoWorkshop,,mcgill-standard,,,,,,Heavy,,Used for 3/4 of the lab work,
pulppaper-213-5,260322,158-VV5-VE6-213,,NoWorkshop,,mcgill-standard,,,,,,Heavy,,Used for 3/4 of the lab work,
pulppaper-213-6,260323,158-VV6-VE6-213,,NoWorkshop,,mcgill-standard,,,,,,Heavy,,Used for 3/4 of the lab work,
pulppaper-204-1,260327,158-VV2-VE4-204,,NoWorkshop,,mcgill-standard,,,,,,Heavy,,Used for 3/4 of the lab work,
pulppaper-204-2,260328,158-VV3-VE4-204,,NoWorkshop,,mcgill-standard,,,,,,Heavy,,Used for 3/4 of the lab work,
pulppaper-003-1,260342,158-VV2-VE3-003,,NoWorkshop,,mcgill-standard,,,,,,Heavy,,Used for 3/4 of the lab work,
pulppaper-003-2,260343,158-VV3-VE3-003,,NoWorkshop,,mcgill-standard,,,,,,Heavy,,Used for 3/4 of the lab work,
ottomaass-430-1,139222,119VV1003C429,,NoWorkshop,,mcgill-standard,,,,,,,,,
ottomaass-430-2,139223,119VV2003C429,,NoWorkshop,,mcgill-standard,,,,,,,,,
ottomaass-430-3,139224,119VV3003C429,,NoWorkshop,,mcgill-standard,,,,,,,,,
ottomaass-430-4,139225,119VV4003C429,,NoWorkshop,,mcgill-standard,,,,,,,,,
ottomaass-430-5,139226,119VV5003C429,,NoWorkshop,,mcgill-standard,,,,,,,,,
ottomaass-430-6,139227,119VV6003C429,,NoWorkshop,,mcgill-standard,,,,,,,,,
ottomaass-430-7,139228,119VV7003C429,,NoWorkshop,,mcgill-standard,,,,,,,,,
ottomaass-430-8,139229,119VV8003C429,,NoWorkshop,,mcgill-standard,,,,,,,,,
ottomaass-430-9,139230,119VV9003C429,,NoWorkshop,,mcgill-standard,,,,,,,,,
ottomaass-430-10,139231,119VV10003C429,,NoWorkshop,,mcgill-standard,,,,,,,,,
ottomaass-430-11,139232,119VV11003C429,,NoWorkshop,,mcgill-standard,,,,,,,,,
ottomaass-430-12,139233,119VV12003C429,,NoWorkshop,,mcgill-standard,,,,,,,,,
ottomaass-430-13,139237,119VV3003C430,,NoWorkshop,,mcgill-standard,,,,,,,,,
ottomaass-430-14,139238,119VV2003C430,,NoWorkshop,,mcgill-standard,,,,,,,,,
otto-mass-001-001,-1,,,,otto-mass-119-001,otto-1,,,,,,,,,
otto-mass-001-002,-1,,,,otto-mass-119-001,otto-1,,,,,,,,,
otto-mass-001-003,-1,,,,otto-mass-119-001,otto-1,,,,,,,,,
otto-mass-001-004,-1,,,,otto-mass-119-001,otto-1,,,,,,,,,
otto-mass-001-005,-1,,,,otto-mass-119-001,otto-1,,,,,,,,,
otto-mass-001-006,-1,,,,otto-mass-119-001,otto-1,,,,,,,,,
otto-mass-001-007,-1,,,,otto-mass-119-001,otto-1,,,,,,,,,
otto-mass-001-008,-1,,,,otto-mass-119-001,otto-1,,,,,,,,,
otto-mass-001-009,-1,,,,otto-mass-119-001,otto-1,,,,,,,,,
otto-mass-001-010,-1,,,,otto-mass-119-001,otto-1,,,,,,,,,
otto-mass-001-011,-1,,,,otto-mass-119-001,otto-1,,,,,,,,,
otto-mass-001-012,-1,,,,otto-mass-119-001,otto-1,,,,,,,,,
otto-mass-001-013,-1,,,,otto-mass-119-001,otto-1,,,,,,,,,
otto-mass-001-014,-1,,,,otto-mass-119-001,otto-1,,,,,,,,,
otto-mass-001-015,-1,,,,otto-mass-119-001,otto-1,,,,,,,,,
