hood_id,bac,mcgill_tag,building_name,building_num,room,hood_num,pi,workshop,prompt_type,mac_address,gateway_id,tl_flow,tl_open,total_hoods_lab,department,install_time,other_contact,user_type,flag_data,description_notes,installation_notes
ottomaass-100-8,139089,119-W10-003-W100,Otto Maass,119,100,8,Teaching,NoWorkshop,UgradShock,,,465,466,15,Chemistry,2013-11-07T9:30:00-05:00,Bruce Lennox,Ugrad,hood match not confirmed,"Contact is ""Jan Hamier, Dr."" <dr.hamier@mcgill.ca>",
ottomaass-100-9,139090,119-W11-003-W100,Otto Maass,119,100,9,Teaching,NoWorkshop,UgradShock,,,467,468,15,Chemistry,2013-11-07T9:30:00-05:00,Bruce Lennox,Ugrad,hood match not confirmed,"Contact is ""Jan Hamier, Dr."" <dr.hamier@mcgill.ca>",
ottomaass-100-10,139091,119-W13-003-W100,Otto Maass,119,100,10,Teaching,NoWorkshop,UgradShock,,,469,470,15,Chemistry,2013-11-07T9:30:00-05:00,Bruce Lennox,Ugrad,hood match not confirmed,"Contact is ""Jan Hamier, Dr."" <dr.hamier@mcgill.ca>",
ottomaass-100-11,139092,119-W15-003-W100,Otto Maass,119,100,11,Teaching,NoWorkshop,UgradShock,,,471,472,15,Chemistry,2013-11-07T9:30:00-05:00,Bruce Lennox,Ugrad,hood match not confirmed,"Contact is ""Jan Hamier, Dr."" <dr.hamier@mcgill.ca>",
ottomaass-100-12,139093,119-W14-003-W100,Otto Maass,119,100,12,Teaching,NoWorkshop,UgradShock,,,473,474,15,Chemistry,2013-11-07T9:30:00-05:00,Bruce Lennox,Ugrad,hood match not confirmed,"Contact is ""Jan Hamier, Dr."" <dr.hamier@mcgill.ca>","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomaass-100-13,139094,119-W16-003-W100,Otto Maass,119,100,13,Teaching,NoWorkshop,UgradShock,,,475,476,15,Chemistry,2013-11-07T9:30:00-05:00,Bruce Lennox,Ugrad,hood match not confirmed,"Contact is ""Jan Hamier, Dr."" <dr.hamier@mcgill.ca>","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomaass-100-14,139095,119-W17-003-W100,Otto Maass,119,100,14,Teaching,NoWorkshop,UgradShock,,,477,478,15,Chemistry,2013-11-07T9:30:00-05:00,Bruce Lennox,Ugrad,hood match not confirmed,"Contact is ""Jan Hamier, Dr."" <dr.hamier@mcgill.ca>","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomaass-100-15,139101,119-VV1-003-W103,Otto Maass,119,103,15,Teaching,NoWorkshop,UgradSocial,,,479,480,15,Chemistry,2013-11-07T9:30:00-05:00,Bruce Lennox,Ugrad,hood match not confirmed,,"Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomaass-330-1,139202,119VV1003C335,Otto Maass,119,335,1,Wiseman/Andrews,NoWorkshop,GradSocial,00:13:a2:00:40:a8:2a:b8!,00000000-00000000-00409DFF-FF70E6D2,513,514,12,Chemistry,2013-11-07T13:00:00-05:00,Bruce Lennox,Light,hood mismatch,"Light use/storage, contacted Mark.Andrews@McGill.CA and Paul.Wiseman@McGill.CA 11-1-13",
ottomaass-330-2,139203,119VV2003C335,Otto Maass,119,335,2,Wiseman/Andrews,NoWorkshop,GradSocial,00:13:a2:00:40:a8:2f:7b!,00000000-00000000-00409DFF-FF70E6D2,515,516,12,Chemistry,2013-11-07T13:00:00-05:00,Bruce Lennox,Light,hood mismatch,"Light use/storage, contacted Mark.Andrews@McGill.CA and Paul.Wiseman@McGill.CA 11-1-13 [tim morse is contact] ",
ottomaass-330-3,139204,119VV4003C335,Otto Maass,119,335,3,Wiseman/Andrews,NoWorkshop,GradSocial,00:13:a2:00:40:a8:2f:96!,00000000-00000000-00409DFF-FF70E6D2,517,518,12,Chemistry,2013-11-07T13:00:00-05:00,Bruce Lennox,Light,hood mismatch,"Light use/storage, contacted Mark.Andrews@McGill.CA and Paul.Wiseman@McGill.CA 11-1-13",
ottomaass-330-4,139205,119VV5003C335,Otto Maass,119,335,4,Wiseman/Andrews,NoWorkshop,GradSocial,00:13:a2:00:40:a8:2f:31!,00000000-00000000-00409DFF-FF70E6D2,519,520,12,Chemistry,2013-11-07T13:00:00-05:00,Bruce Lennox,Light,hood mismatch,"Light use/storage, contacted Mark.Andrews@McGill.CA and Paul.Wiseman@McGill.CA 11-1-13",
ottomaass-330-5,139206,119VV6003C335,Otto Maass,119,335,5,Wiseman/Andrews,NoWorkshop,GradSocial,00:13:a2:00:40:a8:2a:c1!,00000000-00000000-00409DFF-FF70E6D2,521,522,12,Chemistry,2013-11-07T13:00:00-05:00,Bruce Lennox,Light,hood mismatch,"Light use/storage, contacted Mark.Andrews@McGill.CA and Paul.Wiseman@McGill.CA 11-1-13",
ottomaass-330-6,139207,119VV7003C335,Otto Maass,119,335,6,Wiseman/Andrews,NoWorkshop,GradSocial,00:13:a2:00:40:a8:2f:90!,00000000-00000000-00409DFF-FF70E6D2,523,524,12,Chemistry,2013-11-07T13:00:00-05:00,Bruce Lennox,Light,hood mismatch,"Light use/storage, contacted Mark.Andrews@McGill.CA and Paul.Wiseman@McGill.CA 11-1-13",
ottomaass-330-7,139208,119VV8003C335,Otto Maass,119,335,7,Wiseman/Andrews,NoWorkshop,GradSocial,00:13:a2:00:40:a8:2a:ab!,00000000-00000000-00409DFF-FF70E6D2,525,526,12,Chemistry,2013-11-07T13:00:00-05:00,Bruce Lennox,Light,hood mismatch,"Light use/storage, contacted Mark.Andrews@McGill.CA and Paul.Wiseman@McGill.CA 11-1-13",
ottomaass-330-8,139209,119VV9003C335,Otto Maass,119,335,8,Wiseman/Andrews,NoWorkshop,GradSocial,00:13:a2:00:40:a8:2f:70!,00000000-00000000-00409DFF-FF70E6D2,527,528,12,Chemistry,2013-11-07T13:00:00-05:00,Bruce Lennox,Light,hood mismatch,"Light use/storage, contacted Mark.Andrews@McGill.CA and Paul.Wiseman@McGill.CA 11-1-13","just stickers, very easy. Only uGrad Social. PI was responsive, said he would mention stickers to his Lab Managers and TA who in turn would mention to students"
ottomaass-330-9,139210,119VV10003C335,Otto Maass,119,335,9,Wiseman/Andrews,NoWorkshop,GradSocial,00:13:a2:00:40:a8:2f:65!,00000000-00000000-00409DFF-FF70E6D2,529,530,12,Chemistry,2013-11-07T13:00:00-05:00,Bruce Lennox,Light,hood mismatch,"Light use/storage, contacted Mark.Andrews@McGill.CA and Paul.Wiseman@McGill.CA 11-1-13",
ottomaass-330-10,139211,119VV11003C335,Otto Maass,119,335,10,Wiseman/Andrews,NoWorkshop,GradSocial,00:13:a2:00:40:a8:2f:8d!,00000000-00000000-00409DFF-FF70E6D2,531,532,12,Chemistry,2013-11-07T13:00:00-05:00,Bruce Lennox,Light,hood mismatch,"Light use/storage, contacted Mark.Andrews@McGill.CA and Paul.Wiseman@McGill.CA 11-1-13",
ottomaass-330-11,139214,119VV12003C335,Otto Maass,119,335,11,Wiseman/Andrews,NoWorkshop,GradSocial,00:13:a2:00:40:a8:2a:f0!,00000000-00000000-00409DFF-FF70E6D2,533,534,12,Chemistry,2013-11-07T13:00:00-05:00,Bruce Lennox,Light,hood mismatch,"Light use/storage, contacted Mark.Andrews@McGill.CA and Paul.Wiseman@McGill.CA 11-1-13",
ottomaass-330-12,139215,119VV13003C335,Otto Maass,119,335,12,Wiseman/Andrews,NoWorkshop,GradSocial,00:13:a2:00:40:a8:2f:74!,00000000-00000000-00409DFF-FF70E6D2,535,536,12,Chemistry,2013-11-07T13:00:00-05:00,Bruce Lennox,Light,hood mismatch,"Light use/storage, contacted Mark.Andrews@McGill.CA and Paul.Wiseman@McGill.CA 11-1-13",
ottomaass-230-1,139244,119VV1003C230,Otto Maass,119,230,1,,,Control,,,,,,,,,,,,
ottomaass-230-2,139245,119VV2003C230,Otto Maass,119,230,2,,,Control,,,,,,,,,,,,
ottomaass-230-3,139246,119VV3003C230,Otto Maass,119,230,3,,,Control,,,,,,,,,,,,
ottomaass-230-4,139247,119VV4003C230,Otto Maass,119,230,4,,,Control,,,,,,,,,,,,
ottomaass-230-5,139248,119VV5003C230,Otto Maass,119,230,5,,,Control,,,,,,,,,,,,
ottomaass-230-6,139249,119VV6003C230,Otto Maass,119,230,6,,,Control,,,,,,,,,,,,
ottomaass-230-7,139251,119VV9003C230,Otto Maass,119,230,7,,,Control,,,,,,,,,,,,
ottomaass-230-8,139252,119VV10003C230,Otto Maass,119,230,8,,,Control,,,,,,,,,,,,
ottomaass-230-9,139253,119VV11003C230,Otto Maass,119,230,9,,,Control,,,,,,,,,,,,
ottomaass-230-10,139254,119VV12003C230,Otto Maass,119,230,10,,,Control,,,,,,,,,,,,
ottomaass-230-11,139255,119VV13003C230,Otto Maass,119,230,11,,,Control,,,,,,,,,,,,
ottomaass-230-12,139256,119VV14003C230,Otto Maass,119,230,12,,,Control,,,,,,,,,,,,
ottomaass-230-13,139257,119VV15003C230,Otto Maass,119,230,13,,,Control,,,,,,,,,,,,
ottomaass-230-14,139260,119VV7003C230,Otto Maass,119,230,14,,,Control,,,,,,,,,,,,
ottomaass-230-15,139261,119VV8003C230,Otto Maass,119,230,15,,,Control,,,,,,,,,,,,
ottomaass-230-16,139262,119VV17003C230,Otto Maass,119,230,16,,,Control,,,,,,,,,,,,
ottomaass-230-17,139263,119VV18003C230,Otto Maass,119,230,17,,,Control,,,,,,,,,,,,
ottomaass-230-18,139267,119VV2003C225,Otto Maass,119,225,18,,,Control,,,,,,,,,,,,
ottomaass-230-19,139268,119VV1003C225,Otto Maass,119,225,19,,,Control,,,,,,,,,,,,
ottomaass-120-1,139276,119VV2-003-C121,Otto Maass,119,121,1,,,Control,,,,,,,,,,,,
ottomaass-120-2,139277,119VV1-003-C121,Otto Maass,119,121,2,,,Control,,,,,,,,,,,,
ottomaass-120-3,139278,119VV4-003-C121,Otto Maass,119,121,3,,,Control,,,,,,,,,,,,
ottomaass-120-4,139279,119VV5-003-C121,Otto Maass,119,121,4,,,Control,,,,,,,,,,,,
ottomaass-120-5,139280,119VV6-003-C121,Otto Maass,119,121,5,,,Control,,,,,,,,,,,,
ottomaass-120-6,139281,119VV7-003-C121,Otto Maass,119,121,6,,,Control,,,,,,,,,,,,
ottomaass-120-7,139282,119VV8-003-C121,Otto Maass,119,121,7,,,Control,,,,,,,,,,,,
ottomaass-120-8,139283,119VV11003-C121,Otto Maass,119,121,8,,,Control,,,,,,,,,,,,
ottomaass-120-9,139284,119VV9-003-C121,Otto Maass,119,121,9,,,Control,,,,,,,,,,,,
ottomaass-120-10,139285,119VV10003-C121,Otto Maass,119,121,10,,,Control,,,,,,,,,,,,
ottomaass-120-11,139291,119VV1-003-C121A,Otto Maass,119,121,11,,,Control,,,,,,,,,,,,
ottomaass-120-12,139295,119VV1-003-C123,Otto Maass,119,123,12,,,Control,,,,,,,,,,,,
ottomass-440-1,139401,119VV1003N439_2,Otto Maass,119,439,1,Li,Commitment,GradShock,,,538,537,16,Chemistry,2013-11-07T11:00:00-05:00,Bruce Lennox,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-2,139402,119VV4003N439_2,Otto Maass,119,439,2,Li,Commitment,GradShock,,,540,539,16,Chemistry,2013-11-07T11:00:00-05:00,Bruce Lennox,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-3,139403,119VV3003N439_2,Otto Maass,119,439,3,Li,Commitment,GradShock,,,542,541,16,Chemistry,2013-11-07T11:00:00-05:00,Bruce Lennox,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-4,139404,119VV5003N439_2,Otto Maass,119,439,4,Li,Commitment,GradShock,,,544,543,16,Chemistry,2013-11-07T11:00:00-05:00,Bruce Lennox,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-5,139405,119VV6003N439_2,Otto Maass,119,439,5,Li,Commitment,GradShock,,,546,545,16,Chemistry,2013-11-07T11:00:00-05:00,Bruce Lennox,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-6,139406,119VV7003N439_2,Otto Maass,119,439,6,Li,Commitment,GradShock,,,548,547,16,Chemistry,2013-11-07T11:00:00-05:00,Bruce Lennox,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-7,139407,119VV8003N439_2,Otto Maass,119,439,7,Li,Commitment,GradShock,,,550,549,16,Chemistry,2013-11-07T11:00:00-05:00,Bruce Lennox,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-8,139408,119VV10003N439_2,Otto Maass,119,439,8,Li,Commitment,GradShock,,,552,551,16,Chemistry,2013-11-07T11:00:00-05:00,Bruce Lennox,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-9,139414,119VV19003N439_1,Otto Maass,119,439,9,Li,Commitment,GradShock,,,554,553,16,Chemistry,2013-11-07T11:00:00-05:00,Bruce Lennox,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]","Two groups in this lab, ran workshop twice 1) Dr. Li + Nick (lab manager) for 15/16 hoods, during first workshop 11/15 operators present. Very responsive. 2) 2/4 operators present, the Senior Reseach Member Christina Motillo (PI?) very responsive, they used one double hood (two sashses) and rest of work was in lab 229"
ottomass-440-10,139415,119VV18003N439_1,Otto Maass,119,439,10,Li,Commitment,GradShock,,,556,555,16,Chemistry,2013-11-07T11:00:00-05:00,Bruce Lennox,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]",
ottomass-440-11,139416,119VV17003N439_1,Otto Maass,119,439,11,Li,Commitment,GradShock,,,558,557,16,Chemistry,2013-11-07T11:00:00-05:00,Bruce Lennox,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]",
ottomass-440-12,139417,119VV16003N439_1,Otto Maass,119,439,12,Li,Commitment,GradShock,,,560,559,16,Chemistry,2013-11-07T11:00:00-05:00,Bruce Lennox,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]",
ottomass-440-13,139418,119VV13003N439_1,Otto Maass,119,439,13,Li,Commitment,GradShock,,,562,561,16,Chemistry,2013-11-07T11:00:00-05:00,Bruce Lennox,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]",
ottomass-440-14,139419,119VV11003N439_1,Otto Maass,119,439,14,Li,Commitment,GradShock,,,564,563,16,Chemistry,2013-11-07T11:00:00-05:00,Bruce Lennox,Heavy,hood match not confirmed,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]",
ottomass-440-15,139420,119VV15003N439_1,Otto Maass,119,439,15,Li,Commitment,GradShock,,,566,565,16,Chemistry,2013-11-07T11:00:00-05:00,Bruce Lennox,Heavy,,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]",
ottomass-440-16,139424,119VV20003N439_1,Otto Maass,119,439,16,Li,Commitment,GradShock,,,568,567,16,Chemistry,2013-11-07T11:00:00-05:00,Bruce Lennox,Heavy,,"Used for 1/2 the lab work --> Bruce gave contact: Dr. Inna Perepichka [atually the sleiman group according to Madhu] [edit it's cj.li(at)mcgill.ca --> email send 11-5-13] [11-6 edit talk to nick in person, send confirmation email]",
ottomaass-240-1,139428,119VV9003N236,Otto Maass,119,236,1,,,Control,,,,,,,,,,,,
ottomaass-240-2,139430,119VV2003N236,Otto Maass,119,236,2,,,Control,,,,,,,,,,,,
ottomaass-240-3,139433,119VV3003N236,Otto Maass,119,236,3,,,Control,,,,,,,,,,,,
ottomaass-240-4,139434,119VV4003N236,Otto Maass,119,236,4,,,Control,,,,,,,,,,,,
ottomaass-240-5,139435,119VV5003N236,Otto Maass,119,236,5,,,Control,,,,,,,,,,,,
ottomaass-240-6,139436,119VV6003N236,Otto Maass,119,236,6,,,Control,,,,,,,,,,,,
ottomaass-240-7,139437,119VV7003N236,Otto Maass,119,236,7,,,Control,,,,,,,,,,,,
ottomaass-240-8,139438,119VV8003N236,Otto Maass,119,236,8,,,Control,,,,,,,,,,,,
ottomaass-240-9,139439,119VV10003N236,Otto Maass,119,236,9,,,Control,,,,,,,,,,,,
ottomaass-240-10,139443,119VV19003N236_2,Otto Maass,119,236,10,,,Control,,,,,,,,,,,,
ottomaass-240-11,139445,119VV16003N236_2,Otto Maass,119,236,11,,,Control,,,,,,,,,,,,
ottomaass-240-12,139446,119VV17003N236_2,Otto Maass,119,236,12,,,Control,,,,,,,,,,,,
ottomaass-240-13,139447,119VV14003N236_2,Otto Maass,119,236,13,,,Control,,,,,,,,,,,,
ottomaass-240-14,139449,119VV20003N236_2,Otto Maass,119,236,14,,,Control,,,,,,,,,,,,
ottomaass-240-15,139451,119VV12003N236_2,Otto Maass,119,236,15,,,Control,,,,,,,,,,,,
ottomaass-240-16,139457,119VV21003N236 2,Otto Maass,119,236,16,,,Control,,,,,,,,,,,,
pulppaper-203-1,260301,158-VV1-VE3-203A,Pulp & Paper,158,203,1,Lennox,NoWorkshop,Control,,,501,581,12,Chemistry,,Bruce Lennox,Heavy,mcgill data error,Used for 3/4 of the lab work,
pulppaper-203-2,260302,158-VV2-VE3-203A,Pulp & Paper,158,203,2,Lennox,NoWorkshop,Control,,,582,583,12,Chemistry,,Bruce Lennox,Heavy,,Used for 3/4 of the lab work,
pulppaper-203-3,260303,158-VV3-VE3-203A,Pulp & Paper,158,203,3,Lennox,NoWorkshop,Control,,,584,585,12,Chemistry,,Bruce Lennox,Heavy,,Used for 3/4 of the lab work,
pulppaper-203-4,260304,158-VV4-VE3-203A,Pulp & Paper,158,203,4,Lennox,NoWorkshop,Control,,,586,587,12,Chemistry,,Bruce Lennox,Heavy,,Used for 3/4 of the lab work,
pulppaper-203-5,260305,158-VV5-VE3-203A,Pulp & Paper,158,203,5,Lennox,NoWorkshop,Control,,,588,589,12,Chemistry,,Bruce Lennox,Heavy,,Used for 3/4 of the lab work,
pulppaper-203-6,260306,158-VV6-VE3-203A,Pulp & Paper,158,203,6,Lennox,NoWorkshop,Control,,,590,591,12,Chemistry,,Bruce Lennox,Heavy,,Used for 3/4 of the lab work,
pulppaper-203-7,260309,158-VV1-VE2-203B,Pulp & Paper,158,203,7,Lennox,NoWorkshop,Control,,,592,593,12,Chemistry,,Bruce Lennox,Heavy,mcgill data error,Used for 3/4 of the lab work,
pulppaper-203-8,260310,158-VV2-VE2-203B,Pulp & Paper,158,203,8,Lennox,NoWorkshop,Control,,,594,595,12,Chemistry,,Bruce Lennox,Heavy,mcgill data error,Used for 3/4 of the lab work,
pulppaper-203-9,260311,158-VV3-VE2-203B,Pulp & Paper,158,203,9,Lennox,NoWorkshop,Control,,,596,597,12,Chemistry,,Bruce Lennox,Heavy,mcgill data error,Used for 3/4 of the lab work,
pulppaper-203-10,260312,158-VV4-VE2-203B,Pulp & Paper,158,203,10,Lennox,NoWorkshop,Control,,,598,599,12,Chemistry,,Bruce Lennox,Heavy,mcgill data error,Used for 3/4 of the lab work,
pulppaper-203-11,260313,158-VV5-VE2-203B,Pulp & Paper,158,203,11,Lennox,NoWorkshop,Control,,,600,601,12,Chemistry,,Bruce Lennox,Heavy,mcgill data error,Used for 3/4 of the lab work,
pulppaper-203-12,260314,158-VV6-VE2-203B,Pulp & Paper,158,203,12,Lennox,NoWorkshop,Control,,,602,603,12,Chemistry,,Bruce Lennox,Heavy,mcgill data error,Used for 3/4 of the lab work,
pulppaper-213-1,260314,158-VV1-VE6-213,Pulp & Paper,158,213,1,Lennox,NoWorkshop,Control,,,604,605,6,Chemistry,,Bruce Lennox,Heavy,mcgill data error,Used for 3/4 of the lab work,
pulppaper-213-2,260319,158-VV2-VE6-213,Pulp & Paper,158,213,2,Lennox,NoWorkshop,Control,,,606,607,6,Chemistry,,Bruce Lennox,Heavy,,Used for 3/4 of the lab work,
pulppaper-213-3,260320,158-VV3-VE6-213,Pulp & Paper,158,213,3,Lennox,NoWorkshop,Control,,,608,609,6,Chemistry,,Bruce Lennox,Heavy,,Used for 3/4 of the lab work,
pulppaper-213-4,260321,158-VV4-VE6-213,Pulp & Paper,158,213,4,Lennox,NoWorkshop,Control,,,610,611,6,Chemistry,,Bruce Lennox,Heavy,,Used for 3/4 of the lab work,
pulppaper-213-5,260322,158-VV5-VE6-213,Pulp & Paper,158,213,5,Lennox,NoWorkshop,Control,,,612,613,6,Chemistry,,Bruce Lennox,Heavy,,Used for 3/4 of the lab work,
pulppaper-213-6,260323,158-VV6-VE6-213,Pulp & Paper,158,213,6,Lennox,NoWorkshop,Control,,,614,615,6,Chemistry,,Bruce Lennox,Heavy,,Used for 3/4 of the lab work,
pulppaper-204-1,260327,158-VV2-VE4-204,Pulp & Paper,158,204,1,Lennox,NoWorkshop,Control,,,616,617,2,Chemistry,,Bruce Lennox,Heavy,,Used for 3/4 of the lab work,
pulppaper-204-2,260328,158-VV3-VE4-204,Pulp & Paper,158,204,2,Lennox,NoWorkshop,Control,,,618,619,2,Chemistry,,Bruce Lennox,Heavy,,Used for 3/4 of the lab work,
pulppaper-003-1,260342,158-VV2-VE3-003,Pulp & Paper,158,3,1,Lennox,NoWorkshop,Control,,,620,621,2,Chemistry,,Bruce Lennox,Heavy,,Used for 3/4 of the lab work,
pulppaper-003-2,260343,158-VV3-VE3-003,Pulp & Paper,158,3,2,Lennox,NoWorkshop,Control,,,622,623,2,Chemistry,,Bruce Lennox,Heavy,,Used for 3/4 of the lab work,
ottomaass-430-1,139222,119VV1003C429,Otto Maass,119,429,1,,NoWorkshop,Control,,,,,,,,,,,,
ottomaass-430-2,139223,119VV2003C429,Otto Maass,119,429,2,,NoWorkshop,Control,,,,,,,,,,,,
ottomaass-430-3,139224,119VV3003C429,Otto Maass,119,429,3,,NoWorkshop,Control,,,,,,,,,,,,
ottomaass-430-4,139225,119VV4003C429,Otto Maass,119,429,4,,NoWorkshop,Control,,,,,,,,,,,,
ottomaass-430-5,139226,119VV5003C429,Otto Maass,119,429,5,,NoWorkshop,Control,,,,,,,,,,,,
ottomaass-430-6,139227,119VV6003C429,Otto Maass,119,429,6,,NoWorkshop,Control,,,,,,,,,,,,
ottomaass-430-7,139228,119VV7003C429,Otto Maass,119,429,7,,NoWorkshop,Control,,,,,,,,,,,,
ottomaass-430-8,139229,119VV8003C429,Otto Maass,119,429,8,,NoWorkshop,Control,,,,,,,,,,,,
ottomaass-430-9,139230,119VV9003C429,Otto Maass,119,429,9,,NoWorkshop,Control,,,,,,,,,,,,
ottomaass-430-10,139231,119VV10003C429,Otto Maass,119,429,10,,NoWorkshop,Control,,,,,,,,,,,,
